1325.0,178.0
1324.0,177.0
1324.0,176.0
1324.0,175.0
1323.0,174.0
1323.0,173.0
1323.0,172.0
1322.0,171.0
1321.0,170.0
1321.0,170.0
1321.0,169.0
1321.0,169.0
1319.0,167.0
1318.0,165.0
1316.0,164.0
1315.0,162.0
1313.0,160.0
1311.0,158.0
1309.0,156.0
1307.0,154.0
1305.0,152.0
1302.0,150.0
1298.0,148.0
1295.0,146.0
1290.0,144.0
1287.0,142.0
1283.0,140.0
1278.0,138.0
1273.0,136.0
1267.0,133.0
1260.0,131.0
1254.0,129.0
1246.0,127.0
1239.0,125.0
1232.0,123.0
1224.0,120.0
1216.0,119.0
1208.0,116.0
1200.0,115.0
1192.0,114.0
1183.0,112.0
1176.0,111.0
1168.0,111.0
1159.0,109.0
1151.0,109.0
1142.0,111.0
1134.0,112.0
1125.0,115.0
1117.0,118.0
1110.0,121.0
1102.0,125.0
1095.0,130.0
1086.0,137.0
1078.0,146.0
1070.0,157.0
1062.0,169.0
1059.0,181.0
1056.0,194.0
1055.0,208.0
1053.0,221.0
1052.0,235.0
1052.0,250.0
1053.0,264.0
1057.0,280.0
1060.0,298.0
1064.0,314.0
1068.0,332.0
1071.0,350.0
1077.0,369.0
1080.0,389.0
1084.0,407.0
1086.0,428.0
1088.0,449.0
1088.0,469.0
1086.0,490.0
1082.0,510.0
1078.0,532.0
1074.0,550.0
1068.0,566.0
1060.0,582.0
1052.0,595.0
1045.0,607.0
1035.0,616.0
1025.0,623.0
1013.0,627.0
1003.0,628.0
990.0,630.0
977.0,628.0
964.0,625.0
949.0,622.0
932.0,615.0
913.0,612.0
897.0,603.0
876.0,596.0
855.0,585.0
839.0,573.0
825.0,562.0
813.0,550.0
809.0,540.0
805.0,529.0
802.0,518.0
802.0,508.0
802.0,501.0
804.0,494.0
808.0,488.0
814.0,479.0
822.0,472.0
833.0,463.0
846.0,455.0
863.0,447.0
882.0,438.0
903.0,433.0
926.0,425.0
949.0,421.0
974.0,417.0
998.0,413.0
1021.0,409.0
1045.0,405.0
1067.0,401.0
1085.0,399.0
1099.0,397.0
1107.0,397.0
1111.0,399.0
1113.0,399.0
1115.0,401.0
1117.0,403.0
1119.0,405.0
1121.0,407.0
1123.0,409.0
1125.0,411.0
1128.0,413.0
1130.0,417.0
1132.0,421.0
1134.0,426.0
